"","id","Data.source.citation","Class","Order","Family","Genus","Species","Sub.species","Authority","Common.Name","Location.of.population","Country.list","Region","Decimal.Latitude","Decimal.Longitude","Are.coordinates.for.specific.location.","system","biome","realm","Native","Alien","Invasive","Units","Sampling.method","Data.transformed","mu","lCI","uCI","sigma^2","tau^2","x0","Start","End"
"20",197," Tasmanian Parks and Wildlife Service (1996). Management program for the Brushtail possum Trichosurus vulpecula (Kerr) in Tasmania - Review of background information. D. o. t. E. a. Heritage. Canberra, ACT, Australia, Department of the Environment and Heritage.","Mammalia","Diprotodontia","Phalangeridae","Trichosurus","vulpecula",NA,"Kerr, 1792","Common brush-tailed possum","Tasmania, Australia","Australia","Oceania",-42,147,FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Australasia","Yes","No","No","Average count per route","Spotlight survey - fixed transect","No",0.0719998591179256,0.0548485053153172,0.0891512129205341,1.8447543884698e-07,0.0214367155042092,0.0126696186304377,1,15
"21",198," U.S. Fish and Wildlife Service (2006). Revised recovery plan for Hawaiian Forest Birds.: 2-63.","Aves","Passeriformes","Fringillidae","Loxioides","bailleui",NA,"Oustalet, 1877","Palila","Hawaii","United States","North America",19.59278,-155.51972,FALSE,"Terrestrial","Tropical and subtropical coniferous forests","Oceania","Yes","No","No","Population estimate","Annual count surveys","No",0.0335728937632665,-0.0675089169121733,0.134654704438706,0.0386035737561399,0.0116539310274335,0.156649691978872,1,16
"22",199," Freifeld, H. (2005). Laysan finch population status, 1966-2005. U. S. F. W. Service.","Aves","Passeriformes","Fringillidae","Telespiza","cantans",NA,"Wilson, 1890","Laysan finch","Laysan Island, Hawaii","United States","North America",25.77056,-171.7375,TRUE,"Terrestrial","Tropical and subtropical grasslands savannas and shrublands","Oceania","Yes","No","No","Number of individuals","Unknown","No",-0.036564962937146,-0.141924740596062,0.0687948147217701,0.0577919758804409,1.10480892406476e-09,0.438783404882963,1,21
"23",254," U.S. Fish and Wildlife Service (1999). Technical/Agency draft revised recovery plan for the Puerto Rican parrot (Amazona vittata). Atlanta, Georgia: 77 pp.","Aves","Psittaciformes","Psittacidae","Amazona","vittata",NA,"(Boddaert, 1783)","Puerto Rican parrot","Puerto Rico","Puerto Rico","Latin America and Caribbean",18.23278,-66.4575,FALSE,"Terrestrial","Tropical and subtropical moist broadleaf forests","Neotropical","Yes","No","No","Number of pre-breeding individuals","Unknown","No",0.0673312143810402,-0.0056876578955847,0.140350086657665,0.0195241528484983,0.013349200525315,0.00324157907870668,1,16
"24",265," Baillie, S. R., J. H. Marchant, et al. (2006). Breeding Birds in the Wider Countryside: their conservation status 2005. B. R. R. N. 435.","Aves","Passeriformes","Fringillidae","Carduelis","cannabina",NA,"(Linnaeus, 1758)","Linnet / Eurasian linnet","UK","United Kingdom","Europe",54,-4,FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Index","Common Bird Census - Observation","No",-0.033533260621133,-0.0539708490753101,-0.0130956721669559,0.00304442435641803,1.24242337244314e-11,0.913762267706216,1,29
"25",267," Baillie, S. R., J. H. Marchant, et al. (2006). Breeding Birds in the Wider Countryside: their conservation status 2005. B. R. R. N. 435.","Aves","Falconiformes","Accipitridae","Accipiter","nisus",NA,"(Linnaeus, 1758)","Eurasian sparrowhawk / Northern sparrowhawk","UK","United Kingdom","Europe",54,-4,FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Index","Common Bird Census - Observation","No",0.0342592594100129,0.00639539309007948,0.0621231257299462,0.00485044799799263,2.56125514910123e-10,0.0424074089679164,1,25
"26",270," Baillie, S. R., J. H. Marchant, et al. (2006). Breeding Birds in the Wider Countryside: their conservation status 2005. B. R. R. N. 435.","Aves","Passeriformes","Alaudidae","Alauda","arvensis",NA,"Linnaeus, 1758","Eurasian skylark","UK","United Kingdom","Europe",54,-4,FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Index","common bird count- observation","No",-0.0357142857194259,-0.0505191082762051,-0.0209094631626466,0.00159754206186139,5.13659265315484e-12,1.01904761891037,1,29
"27",271," Svensson, S., M. Svensson, et al. (1999). Svensk Fagelatlas (Swedish Bird Atlas). VÌ´r FÌ´gelvÌ_rld. : 551.","Aves","Passeriformes","Alaudidae","Alauda","arvensis",NA,"Linnaeus, 1758","Eurasian skylark","Sweden","Sweden","Europe",62,15,FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Population index","Unknown","No",-0.0588235294117639,-0.157055878875621,0.0394088200520937,0.0427017664983912,2.97049513139357e-16,0.605408895265425,1,18
"28",272," Van Strien, A. J., J. Pannekoek, et al. (2001). Indexing European bird population trends using results of national monitoring schemes: a trial of a new method. Bird Study 48: 200-213.","Aves","Passeriformes","Alaudidae","Alauda","arvensis",NA,"Linnaeus, 1758","Eurasian skylark","Netherlands","Netherlands","Europe",52.5,5.75,FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Number of breeding pairs","Counts per site per year","No",-0.119047610047175,-0.383056890299668,0.144961670205318,0.127006007893324,1.86708107225284e-08,0.295714318715914,1,8
"29",273," Van Strien, A. J., J. Pannekoek, et al. (2001). Indexing European bird population trends using results of national monitoring schemes: a trial of a new method. Bird Study 48: 200-213.","Aves","Passeriformes","Alaudidae","Alauda","arvensis",NA,"Linnaeus, 1758","Eurasian skylark","Denmark","Denmark","Europe",56,10,FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Number of breeding pairs","Counts per site per year","No",0.00216303921616732,-0.124648141679418,0.128974220111753,0.0540068195781178,0.00278603487841226,0.505943653482851,1,14
"30",275," Van Strien, A. J., J. Pannekoek, et al. (2001). Indexing European bird population trends using results of national monitoring schemes: a trial of a new method. Bird Study 48: 200-213.","Aves","Passeriformes","Alaudidae","Alauda","arvensis",NA,"Linnaeus, 1758","Eurasian skylark","East Germany, Finland, Latvia, Estonia","Germany, Finland, Latvia, Estonia","Europe",59.37611,24.43417,FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Number of breeding pairs","Counts per site per year","No",-0.0239099171198635,-0.142254856723675,0.0944350224839477,0.0454960303022849,0.0149326481155709,0.879015469235695,1,14
"31",276," Mooij, J. H. (2000). Ergebnisse des GÌ_nsemonitorings in Deutschland und der westlichen PalÌ_arktis von 1950 bis 1995. . Vogelwelt. 121: 319-330.","Aves","Anseriformes","Anatidae","Anser","albifrons",NA,"(Scopoli, 1769)","Greater white-fronted goose / White-fronted goose","Germany","Germany","Europe",51.5,10.5,FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Number of individuals","Count / census","No",-6.59520814733934e-10,-0.337377539549777,0.337377538230736,0.177775307107297,2.11043821095724e-09,0.343333335311895,1,7
"32",277," WWT, W. W. T. (2005). Report of the 2004/2005 national census of greenland white-fronted geese in Britain. Greenland white-fronted goose study, WWT: 1-9.","Aves","Anseriformes","Anatidae","Anser","albifrons","flavirostris","(Scopoli, 1769)","Greater white-fronted goose / White-fronted goose","Great Britain, Ireland, Greenland","United Kingdom, Greenland, Ireland","Europe",56.21639,-4.38222,FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Total spring population count","Coordinated international spring counts","No",-0.0109710482733675,-0.142184140650127,0.120242044103392,0.0670140592107027,0.0016174044351174,0.184356771429482,1,16
"33",281," Mooij, J. H. (2000). Ergebnisse des GÌ_nsemonitorings in Deutschland und der westlichen PalÌ_arktis von 1950 bis 1995. . Vogelwelt. 121: 319-330.","Aves","Anseriformes","Anatidae","Anser","fabalis",NA,"(Latham, 1787)","Bean goose","Germany","Germany","Europe",51.5,10.5,FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Number of individuals","Count / census","No",0.0833333327642686,-0.16153855033581,0.328205215864347,0.0936519765313943,1.37041833186409e-09,0.426666667479618,1,7
"34",283," Wesolowski, T. and L. Tomialojc (1997). Breeding bird dynamics in a primeval temeperate forest: long-term trends in Bialowieza national Park (Poland). Ecography 20: 432-453.","Aves","Passeriformes","Motacillidae","Anthus","trivialis",NA,"(Linnaeus, 1758)","Tree pipit","Bialowieza National Park, Poland","Poland","Europe",52.75972,23.64972,TRUE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Number of breeding pairs","Permanent census plots","No",-7.93742003287034e-11,-0.157418370287797,0.157418370129049,0.0838575230365312,3.60540526840443e-09,0.940999987052064,1,14
"35",284," Svensson, S., M. Svensson, et al. (1999). Svensk Fagelatlas (Swedish Bird Atlas). VÌ´r FÌ´gelvÌ_rld. : 551.","Aves","Passeriformes","Motacillidae","Anthus","trivialis",NA,"(Linnaeus, 1758)","Tree pipit","Sweden","Sweden","Europe",62,15,FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Population index","Unknown","No",-0.0421422300263389,-0.118357217049136,0.0340727569964581,0.0257049958863616,2.53680217140917e-18,0.73870939420544,1,18
"36",285," Svensson, S., M. Svensson, et al. (1999). Svensk Fagelatlas (Swedish Bird Atlas). VÌ´r FÌ´gelvÌ_rld. : 551.","Aves","Apodiformes","Apodidae","Apus","apus",NA,"(Linnaeus, 1758)","Common swift","Sweden","Sweden","Europe",62,15,FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Population index","Unknown","No",-0.0344332867936421,-0.171373376002393,0.102506802415108,0.0829846898849118,2.63094532804719e-08,0.629799043111436,1,18
"37",288," Bendt, R. and A. R. (2003). Zug und Rast der Ringelgans Branta b. bernicla im Greifswalder bodden. . Die Vogelwelt 3: 151-156.","Aves","Anseriformes","Anatidae","Branta","bernicla","bernicla","(Linnaeus, 1758)","Light-bellied brent goose / Dark-bellied brent goose","Western Greifswalder Bodden","Germany","Europe",54.25,13.58333,TRUE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Yearly maximum number of individuals","Unknown","No",-0.0274164096040387,-0.0574046595561786,0.00257184034810133,0.00226344745771961,0.0411004688507662,0.695900448483896,1,18
"38",290," Clausen, P., J. Madsen, et al. (1998). Population development and changes in winter site use by the Svalbard light-bellied brent goose Branta bernicla hrota 1980-1994. Biological Conservation 84(2): 157-165.","Aves","Anseriformes","Anatidae","Branta","bernicla","hrota","(Linnaeus, 1758)","Light-bellied brent goose / Dark-bellied brent goose","Wintering sites in Denmark and the UK","Denmark, United Kingdom","Europe",78,20,FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Number of individuals","Averaged weekly count","No",0.062499928375148,-0.334805320545694,0.45980517729599,0.32872006483094,7.13772380823053e-07,0.287778969006186,1,9
"39",293," WWT, W. W. T. (2005). Non-native species: Canada Goose in Great Britain. Species accounts. from http://www.wwt.org.uk/research/monitoring/non-native.asp.","Aves","Anseriformes","Anatidae","Branta","canadensis",NA,"(Linnaeus, 1758)","Canada goose","UK","United Kingdom","Europe",52.2,-2.2,FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","No","Yes","No","Index of abundance","Winter and breeding season count surveys","No",0.0394058117876441,0.0160752757040281,0.06273634787126,0.00321424853990952,0.00350225163338925,0.00614921199708876,1,25
"40",294," GÌ_nther, K. and H.-U. RÌ_sner (2000). Bestandsentwicklung der im schleswig-holsteinischen Wattenmeer rastenden Wat- und WasservÌ_gel von 1988 bis 1999. . Vogelwelt 121: 293-299.","Aves","Anseriformes","Anatidae","Branta","leucopsis",NA,"(Bechstein, 1803)","Barnacle goose / Greenland barnacle goose","Schleswig-Holstein, Wadden Sea","Germany","Europe",53.87083,9.00389,FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","index based on bird-days","Counts every 15 days at selected sites","No",0.0936170213187632,-0.239127038648723,0.426361081286249,0.144104812353278,5.32830991416613e-11,-0.0836170213219103,1,6
"41",299," Ebbinge, B. S. (1987). Welke Factoren bepalen de groote van een ganzen-populatie? (Which factors determine the size of goose population?). . De Levende Natuur. Volume 88: Pages 186-193.","Aves","Anseriformes","Anatidae","Branta","leucopsis",NA,"(Bechstein, 1803)","Barnacle goose / Greenland barnacle goose","Russian and Baltic","Russian Federation","Asia",56.85389,27.72222,FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Unknown","Unknown","No",0.0548823989046317,0.0358994191643199,0.0738653786449435,0.00137476109633526,0.00614587289794096,-0.0205073781658783,1,19
"42",302," VÌ_isÌ_nen, R. A., E. Lammi, et al. (1998). Miuuttuva PesimÌ_linnusto. Helsinki, Otava 1890.","Aves","Galliformes","Phasianidae","Bonasa","bonasia",NA,"(Linnaeus, 1758)","Hazel grouse","Finland","Finland","Europe",64,26,FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Annual population index","Unknown","No",0.067796609966026,-0.201011104025721,0.336604323957773,0.112855456438011,9.03179538246473e-10,0.433728812813281,1,7
"43",303," Gregory, R. D., D. G. Noble, et al. (2001). The state of the UK's Birds 2000. The state of the UK's Birds. B. a. W. RSPB. Sandy, Beds., RSPB, BTO and WWT.","Aves","Charadriiformes","Burhinidae","Burhinus","oedicnemus",NA,"Linnaeus, 1758","Eurasian thick-knee / Stone curlew","UK","United Kingdom","Europe",54,-4,FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Number of breeding birds","Common bird survey - observation","No",0.20361646021782,0.126021415880111,0.281211504555529,0.00643250440573862,0.00419243561445512,-0.0454670199227755,1,6
"44",304," Baillie, S. R., J. H. Marchant, et al. (2006). Breeding Birds in the Wider Countryside: their conservation status 2005. B. R. R. N. 435.","Aves","Falconiformes","Accipitridae","Buteo","buteo",NA,"(Linnaeus, 1758)","Common buzzard","UK","United Kingdom","Europe",54,-4,FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Index","common bird census - observation","No",0.0357142857792576,0.0221600425584769,0.0492685290000384,0.0013390488957802,8.03099468894808e-11,0.00168297235273887,1,29
"45",305," Svensson, S., M. Svensson, et al. (1999). Svensk Fagelatlas (Swedish Bird Atlas). VÌ´r FÌ´gelvÌ_rld. : 551.","Aves","Falconiformes","Accipitridae","Buteo","buteo",NA,"(Linnaeus, 1758)","Common buzzard","Sweden","Sweden","Europe",62,15,FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Population index","Unknown","No",-0.0387264961394295,-0.138484078371479,0.0610310860926199,0.0428205734489419,0.0124276746370508,0.921941735086563,1,18
